"Contig"	"TAIRaccessions"	"intQ"	"originQ"	"trtQ"	"covQ"	"GOterms"
"DKUS022_white_c27678"	"DKUS022_white_c27678"	"AT3G13772,NA"	0.801761793688104	0.0742610114313093	0.254264219588722	0.0194168950940759	"GO:0005634, GO:0005737, GO:0005774, GO:0005774, GO:0005774, GO:0005794, GO:0006878, GO:0006882, GO:0016021"
"DKUS022_white_c27687"	"DKUS022_white_c27687"	"AT5G65720,NA"	0.495246673797022	1	0.0478351781722512	1	"GO:0005524, GO:0005524, GO:0005739, GO:0005739, GO:0005739, GO:0008270, GO:0008483, GO:0016226, GO:0016226, GO:0031071"
"DKUS022_white_c27723"	"DKUS022_white_c27723"	"AT5G19300,NA"	0.587654485619355	1	0.0038276207793479	1	"GO:0003674, GO:0005575, GO:0008150"
"DKUS022_white_c27730"	"DKUS022_white_c27730"	"AT1G55860,NA"	0.838109039729094	1	0.00442278246186073	1	"GO:0000151, GO:0000151, GO:0004842, GO:0004842, GO:0004842, GO:0004842, GO:0005739, GO:0005829, GO:0006511, GO:0006511, GO:0006511, GO:0009506, GO:0016020, GO:0016567, GO:0016567, GO:0016567, GO:0042787, GO:0042787, GO:0042787"
"DKUS022_white_c27741"	"DKUS022_white_c27741"	"AT1G13860,NA"	0.688793726464215	1	0.0218992090806302	1	"GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0008150"
"DKUS022_white_c27749"	"DKUS022_white_c27749"	"AT2G35100,NA"	0.543407821118299	0.871217318995521	0.0385478919817648	1	"GO:0003824, GO:0012505, GO:0016020, GO:0016020, GO:0016757, GO:0045489, GO:0045489"
"DKUS022_white_c27776"	"DKUS022_white_c27776"	"NA,NA"	0.698919154892735	0.718326189037088	0.0497750857096052	0.772452536364301	NA
"DKUS022_white_c27779"	"DKUS022_white_c27779"	"AT4G18270,NA"	0.417460732079357	0.986290224706427	0.0292627195824802	0.330463287770799	"GO:0003824, GO:0006486, GO:0006486, GO:0006486, GO:0006629, GO:0015450, GO:0016020, GO:0016020"
"DKUS022_white_c27780"	"DKUS022_white_c27780"	"AT1G63380,NA"	0.812784168921366	0.613200786460937	0.0411593883755541	1	"GO:0003824, GO:0003824, GO:0005488, GO:0005488, GO:0005575, GO:0008152, GO:0008152, GO:0016491, GO:0016491, GO:0016491, GO:0019595, GO:0019595, GO:0055114, GO:0055114"
"DKUS022_white_c27789"	"DKUS022_white_c27789"	"NA,NA"	0.722184056657431	1	0.00234310958384384	0.59021766823091	NA
"DKUS022_white_c27794"	"DKUS022_white_c27794"	"AT1G67420,NA"	0.434724050312571	0.125769374111996	0.0367961535417394	0.0317887196141479	"GO:0006508, GO:0006508, GO:0008233, GO:0008233"
"DKUS022_white_c27797"	"DKUS022_white_c27797"	"AT1G75440,NA"	0.829936923962265	1	0.0406577718468352	1	"GO:0004842, GO:0006511, GO:0006511, GO:0006511, GO:0019787"
"DKUS022_white_c27808"	"DKUS022_white_c27808"	"AT4G05470,NA"	0.791098848749915	0.598234090914193	0.0344700713175178	0.239364308377659	"GO:0004842, GO:0005575, GO:0006511, GO:0006511, GO:0006511, GO:0006511, GO:0006511, GO:0006511"
"DKUS022_white_c27832"	"DKUS022_white_c27832"	"AT1G79080,NA"	0.214109775792013	0.837806598000503	0.00941178038187838	0.442065818399867	"GO:0008150, GO:0009507"
"DKUS022_white_c27842"	"DKUS022_white_c27842"	"AT4G28070,NA"	0.601656136216568	1	0.00642796026668252	0.161781150875558	"GO:0005524, GO:0005524, GO:0005575, GO:0008150, GO:0016887"
"DKUS022_white_c27850"	"DKUS022_white_c27850"	"NA,NA"	0.865241307045443	0.0203374610337711	0.296493083720301	0.0770593915852572	NA
"DKUS022_white_c27853"	"DKUS022_white_c27853"	"AT4G27340,NA"	0.660557211533248	1	0.0374026618763681	1	"GO:0008150"
"DKUS022_white_c27868"	"DKUS022_white_c27868"	"AT4G21470,NA"	0.865241307045443	0.0821491552260619	0.00194599066909251	0.0473963203520437	"GO:0003919, GO:0008152, GO:0008531, GO:0008531, GO:0008531, GO:0008531, GO:0009231, GO:0009231, GO:0009231, GO:0009231, GO:0012505"
"DKUS022_white_c27870"	"DKUS022_white_c27870"	"NA,NA"	0.204592123636054	0.0405656621449683	0.130226173516121	0.0311793119970249	NA
"DKUS022_white_c27874"	"DKUS022_white_c27874"	"AT3G57040,NA"	0.528050077877558	0.0575406112276928	0.00241564620081939	0.0144414124199568	"GO:0000156, GO:0000156, GO:0000156, GO:0000160, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005634, GO:0006355, GO:0006355, GO:0007623, GO:0009735, GO:0009736, GO:0009736, GO:0009736, GO:0009736"
"DKUS022_white_c27875"	"DKUS022_white_c27875"	"AT3G02690,NA"	0.405469565623061	1	0.00289451074116398	1	"GO:0009507, GO:0016020"
"DKUS022_white_c27877"	"DKUS022_white_c27877"	"NA,NA"	0.695166599337174	1	0.00140665439296928	1	NA
"DKUS022_white_c27898"	"DKUS022_white_c27898"	"NA,NA"	0.673276979790017	1	0.0410618188683164	0.999188875176989	NA
"DKUS022_white_c27902"	"DKUS022_white_c27902"	"NA,NA"	0.845434103296784	1	0.0261567197258847	0.0172586894177717	NA
"DKUS022_white_c27911"	"DKUS022_white_c27911"	"AT5G19900,NA"	0.29402655085437	0.0534083805693003	0.0410589464861669	0.183296581590594	"GO:0003674, GO:0008150"
"DKUS022_white_c2792"	"DKUS022_white_c2792"	"AT3G57280,NA"	0.671268105319649	0.223346729903184	0.470305674649173	0.021779539177303	"GO:0008150, GO:0009507, GO:0009507, GO:0009706, GO:0009706, GO:0009706, GO:0009706, GO:0009706, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941"
"DKUS022_white_c27955"	"DKUS022_white_c27955"	"AT2G40830,NA"	0.681049102142018	1	0.00239832242835084	1	"GO:0005618, GO:0005618, GO:0005618, GO:0008270, GO:0008270, GO:0008270, GO:0008270"
"DKUS022_white_c27963"	"DKUS022_white_c27963"	"AT5G46210,NA"	0.41695130747097	1	0.0478989589657249	0.723463781074002	"GO:0000151, GO:0000209, GO:0000209, GO:0000209, GO:0004842, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005515, GO:0005634, GO:0005829, GO:0006281, GO:0006281, GO:0006281, GO:0007049, GO:0009640, GO:0009640, GO:0009755, GO:0009755, GO:0009908, GO:0010100, GO:0010100, GO:0010154, GO:0010182, GO:0010182, GO:0048366, GO:0048366, GO:0048367, GO:0048575, GO:0048575, GO:0048825, GO:0080008"
"DKUS022_white_c27977"	"DKUS022_white_c27977"	"AT3G23710,NA"	0.740755387452562	0.538770007396944	0.0392746413294534	0.426611105480949	"GO:0009507, GO:0009706, GO:0009706, GO:0009706, GO:0009706, GO:0009706"
"DKUS022_white_c27979"	"DKUS022_white_c27979"	"NA,NA"	0.865241307045443	1	0.0467423941968695	0.258171909947467	NA
"DKUS022_white_c27997"	"DKUS022_white_c27997"	"AT2G15080,NA"	0.547349103225666	0.246976616530393	0.310642669534123	0.0332975136307706	"GO:0006952, GO:0007165, GO:0012505, GO:0012505, GO:0016301"
"DKUS022_white_c27999"	"DKUS022_white_c27999"	"AT3G04400,NA"	0.0449614571832221	1	0.247046738835582	0.526448964671917	"GO:0003735, GO:0003735, GO:0003735, GO:0005840, GO:0006412, GO:0006412, GO:0006412, GO:0009793, GO:0022625, GO:0022625, GO:0022625, GO:0022625"
"DKUS022_white_c28009"	"DKUS022_white_c28009"	"AT1G50360,NA"	0.865241307045443	0.292850678596966	0.0405176229329828	0.33746928184467	"GO:0003774, GO:0003774, GO:0003774, GO:0005886, GO:0009506, GO:0016459, GO:0030048"
"DKUS022_white_c28016"	"DKUS022_white_c28016"	"NA,NA"	0.615533479341668	1	0.00766436990903377	0.674603005051758	NA
"DKUS022_white_c28046"	"DKUS022_white_c28046"	"AT1G12330,NA"	0.792691928927258	0.868417057644085	0.000588211502355001	0.625040235382361	"GO:0008150, GO:0009507"
"DKUS022_white_c28083"	"DKUS022_white_c28083"	"AT4G30190,NA"	0.865241307045443	0.422693904619685	0.000276325537374131	0.247113849765955	"GO:0000287, GO:0005515, GO:0005774, GO:0005774, GO:0005774, GO:0005886, GO:0005886, GO:0005886, GO:0005886, GO:0005886, GO:0006754, GO:0006754, GO:0006754, GO:0006754, GO:0006812, GO:0006812, GO:0008152, GO:0008152, GO:0008553, GO:0008553, GO:0008553, GO:0008553, GO:0009506, GO:0015991, GO:0015991, GO:0016020, GO:0016021, GO:0016887"
"DKUS022_white_c28095"	"DKUS022_white_c28095"	"AT4G08170,NA"	0.231822417372925	1	0.0067068487663844	0.631817366004325	"GO:0000287, GO:0000287, GO:0000287, GO:0003824, GO:0003824, GO:0003824, GO:0003824, GO:0005524, GO:0005524, GO:0005524, GO:0005634, GO:0005737, GO:0009611, GO:0047325, GO:0047325, GO:0047325, GO:0047325, GO:0047325, GO:0047325"
"DKUS022_white_c28100"	"DKUS022_white_c28100"	"AT2G19780,NA"	0.26990941983405	0.305161899419112	0.0321269305778092	0.676431509206516	"GO:0007165, GO:0012505"
"DKUS022_white_c28104"	"DKUS022_white_c28104"	"AT3G08505,NA"	0.471700495868938	0.549201431321611	0.24448605149023	0.0484081622974108	"GO:0003676, GO:0003676, GO:0003676, GO:0008270, GO:0008270, GO:0008270"
"DKUS022_white_c28117"	"DKUS022_white_c28117"	"AT1G53200,NA"	0.525850731675066	0.444785265597014	0.00527470739911705	1	"GO:0003674, GO:0005575, GO:0008150"
"DKUS022_white_c28130"	"DKUS022_white_c28130"	"NA,NA"	0.0909311703488737	0.794620768656885	0.0104528919470342	1	NA
"DKUS022_white_c28133"	"DKUS022_white_c28133"	"NA,NA"	0.836222594148509	1	0.033445962077995	0.562433187969663	NA
"DKUS022_white_c2816"	"DKUS022_white_c2816"	"AT1G13120,NA"	0.865241307045443	0.279088009919034	0.0174655933486636	1	"GO:0005515, GO:0005635, GO:0005635, GO:0009793"
"DKUS022_white_c28207"	"DKUS022_white_c28207"	"AT3G57680,NA"	0.376631332571774	1	0.000270299563193367	0.305579967798997	"GO:0006508, GO:0008236, GO:0009543, GO:0009543, GO:0009543, GO:0009543, GO:0016020, GO:0035556"
"DKUS022_white_c28217"	"DKUS022_white_c28217"	"AT3G02090,NA"	0.26584539775373	0.548858917186807	0.0311621471792695	0.572968472259038	"GO:0004222, GO:0005618, GO:0005618, GO:0005730, GO:0005730, GO:0005730, GO:0005730, GO:0005739, GO:0005739, GO:0005739, GO:0005739, GO:0005739, GO:0005741, GO:0005741, GO:0005741, GO:0005741, GO:0005743, GO:0005743, GO:0005743, GO:0005743, GO:0005750, GO:0005750, GO:0005750, GO:0005750, GO:0005758, GO:0005758, GO:0005758, GO:0005759, GO:0005759, GO:0005759, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0006508, GO:0006508, GO:0006508, GO:0008270, GO:0009507, GO:0009507, GO:0009507, GO:0009507, GO:0016020, GO:0016020"
"DKUS022_white_c28242"	"DKUS022_white_c28242"	"AT1G13220,NA"	0.820074866813974	0.732691357281256	0.0465831101591876	0.275357643916883	"GO:0005654, GO:0005654, GO:0006997, GO:0006997"
"DKUS022_white_c28252"	"DKUS022_white_c28252"	"AT5G16260,NA"	0.452233880391732	0.581691675347471	0.000181979764234225	0.403046886197332	"GO:0000184, GO:0000184, GO:0003723, GO:0003729, GO:0005634, GO:0005829, GO:0009910"
"DKUS022_white_c28275"	"DKUS022_white_c28275"	"AT3G08930,NA"	0.661692228838415	1	0.0251805854928549	0.692276867030218	"GO:0009506"
"DKUS022_white_c2828"	"DKUS022_white_c2828"	"AT3G21190,NA"	0.865241307045443	0.668629780219089	0.0395836792201501	0.885627479914289	"GO:0005794"
"DKUS022_white_c28287"	"DKUS022_white_c28287"	"AT5G55310,NA"	0.601028916621614	0.542414374571574	0.021243374427842	1	"GO:0003917, GO:0003917, GO:0003917, GO:0003917, GO:0006265, GO:0006265, GO:0016020, GO:0031490, GO:0031490"
"DKUS022_white_c28291"	"DKUS022_white_c28291"	"AT5G59910,NA"	0.812814827918721	0.325452732313777	0.178242714737286	0.0264216177376884	"GO:0003677, GO:0003677, GO:0005730, GO:0005730, GO:0006334, GO:0006334, GO:0006334, GO:0009534, GO:0009534, GO:0009534, GO:0009534, GO:0009570, GO:0009570, GO:0009570, GO:0009570"
"DKUS022_white_c28301"	"DKUS022_white_c28301"	"AT1G32150,NA"	0.466443416437833	0.748838496379123	0.24892071044334	0.0487803558780466	"GO:0003700, GO:0003700, GO:0005634, GO:0006351, GO:0006351, GO:0006355, GO:0006355, GO:0006355, GO:0006355, GO:0043565"
"DKUS022_white_c28305"	"DKUS022_white_c28305"	"NA,NA"	0.84247570977535	0.136853489021127	0.0135074642977749	0.0500136570001126	NA
"DKUS022_white_c28311"	"DKUS022_white_c28311"	"AT5G06530,NA"	0.865241307045443	0.330573563223514	0.000195836380512027	1	"GO:0005886, GO:0005886, GO:0005886, GO:0009414, GO:0009414, GO:0010148, GO:0042626, GO:0042626"
"DKUS022_white_c2832"	"DKUS022_white_c2832"	"AT5G20490,NA"	0.865241307045443	0.479573698019085	0.0321617556600674	0.86331430337257	"GO:0003774, GO:0003774, GO:0003774, GO:0009506, GO:0009791, GO:0010090, GO:0010090, GO:0010090, GO:0010091, GO:0010091, GO:0010091, GO:0010154, GO:0016049, GO:0016459, GO:0030048, GO:0048768, GO:0048768, GO:0048768, GO:0051301, GO:0051645, GO:0051646, GO:0060151"
"DKUS022_white_c28323"	"DKUS022_white_c28323"	"NA,NA"	0.48163520533704	0.0182847539317929	0.336111100533236	0.140604350837128	NA
"DKUS022_white_c28335"	"DKUS022_white_c28335"	"NA,NA"	0.414472925798695	1	0.000587277807317577	0.407710208086088	NA
"DKUS022_white_c28356"	"DKUS022_white_c28356"	"AT4G03420,NA"	0.567621361086236	0.165161390561578	0.0428561004649665	0.137285214295195	"GO:0003674, GO:0005575, GO:0008150"
"DKUS022_white_c28358"	"DKUS022_white_c28358"	"AT4G10940,NA"	0.837908127514303	0.639938487436791	0.0412119019197247	0.842295238916485	"GO:0003677, GO:0006355, GO:0006355, GO:0008270, GO:0008270"
"DKUS022_white_c2836"	"DKUS022_white_c2836"	"AT1G22740,NA"	0.741892615285272	0.787269850700724	0.0049986000139239	0.762923063282968	"GO:0005525, GO:0005525, GO:0005773, GO:0005773, GO:0010089, GO:0010508, GO:0010508, GO:0010623, GO:0048102"
"DKUS022_white_c28367"	"DKUS022_white_c28367"	"AT1G73960,NA"	0.689889584486448	0.887196045638108	0.00312568394125515	0.165896804756724	"GO:0008237, GO:0008237, GO:0008270, GO:0008270, GO:0009506"
"DKUS022_white_c28389"	"DKUS022_white_c28389"	"AT1G75210,NA"	0.865241307045443	0.18860462005081	0.0308762912544872	0.722219431771446	"GO:0008150, GO:0008253, GO:0009507"
"DKUS022_white_c28393"	"DKUS022_white_c28393"	"AT1G09580,NA"	0.178306665961974	0.87031762144358	0.000521582586841853	1	"GO:0006810, GO:0006886, GO:0006886, GO:0008320, GO:0012505, GO:0016020, GO:0016021"
"DKUS022_white_c28397"	"DKUS022_white_c28397"	"AT1G28090,NA"	0.546514462208325	0.104372689838668	0.355558719438459	0.0478590725084915	"GO:0003723, GO:0003723, GO:0003723, GO:0003723, GO:0005575, GO:0006396, GO:0006396, GO:0006396, GO:0006396, GO:0006396, GO:0006396, GO:0006396, GO:0006396, GO:0016779, GO:0016779, GO:0016779"
"DKUS022_white_c28398"	"DKUS022_white_c28398"	"AT5G20380,NA"	0.645942077782521	0.0826280920449638	7.13522651224592e-05	0.0591643925314638	"GO:0005315, GO:0009536, GO:0016020, GO:0055085, GO:0055085"
"DKUS022_white_c28408"	"DKUS022_white_c28408"	"AT5G58787,NA"	0.683048851775749	1	0.00792228817766332	1	"GO:0005575, GO:0008150, GO:0008270, GO:0008270, GO:0008270"
"DKUS022_white_c28411"	"DKUS022_white_c28411"	"NA,NA"	0.769888047748977	1	0.0442719889611784	1	NA
"DKUS022_white_c28415"	"DKUS022_white_c28415"	"AT5G63420,NA"	0.152193979524527	0.628110653600133	0.000427533091964761	1	"GO:0003677, GO:0003824, GO:0008152, GO:0009507, GO:0009507, GO:0009793, GO:0016787"
"DKUS022_white_c28423"	"DKUS022_white_c28423"	"AT3G02110,NA"	0.558694857667926	1	0.0146623691352557	0.252176531968327	"GO:0004185, GO:0004185, GO:0006508, GO:0006508, GO:0012505"
"DKUS022_white_c28429"	"DKUS022_white_c28429"	"AT2G28350,NA"	0.865241307045443	1	0.000134954265120006	1	"GO:0003700, GO:0005634, GO:0006355, GO:0006355, GO:0007389, GO:0009734, GO:0009734, GO:0009738, GO:0009738, GO:0009743, GO:0010154, GO:0031540, GO:0031540, GO:0035198, GO:0048366, GO:0048441, GO:0048442, GO:0048589, GO:0048829, GO:0048829, GO:0051301"
"DKUS022_white_c2844"	"DKUS022_white_c2844"	"AT5G14100,NA"	0.836332021289247	0.902247435801314	0.0193588100626724	1	"GO:0005215, GO:0005215, GO:0009507, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0016020"
"DKUS022_white_c28443"	"DKUS022_white_c28443"	"NA,NA"	0.19961626841807	1	0.0121194852781977	0.176108733473661	NA
"DKUS022_white_c28444"	"DKUS022_white_c28444"	"NA,NA"	0.704090774845157	1	0.0122114625180811	1	NA
"DKUS022_white_c28447"	"DKUS022_white_c28447"	"AT1G18620,NA"	0.352265233742774	1	0.0205260938098243	1	"GO:0003674, GO:0005575, GO:0008150"
"DKUS022_white_c28450"	"DKUS022_white_c28450"	"AT1G12480,NA"	0.225755157889867	1	0.00209933073321028	1	"GO:0005215, GO:0005886, GO:0006820, GO:0006873, GO:0008308, GO:0008509, GO:0009270, GO:0009737, GO:0010037, GO:0010118, GO:0010193, GO:0016021, GO:0019901, GO:0019901, GO:0019901, GO:0050891"
"DKUS022_white_c28451"	"DKUS022_white_c28451"	"AT1G53280,NA"	0.778782426112826	0.0569072288261345	0.000565113926261729	0.928606227992374	"GO:0008150, GO:0009507, GO:0009570, GO:0009570, GO:0009570, GO:0009570"
"DKUS022_white_c28463"	"DKUS022_white_c28463"	"AT5G62580,NA"	0.851591279653326	1	0.00807037100809847	1	"GO:0005488, GO:0005575, GO:0008150"
"DKUS022_white_c28485"	"DKUS022_white_c28485"	"NA,NA"	0.865241307045443	0.639258521822116	0.260960696077652	0.0389939495730649	NA
"DKUS022_white_c2851"	"DKUS022_white_c2851"	"AT2G40610,NA"	0.303501328146818	0.409825559758573	0.034674886550554	0.83003315367041	"GO:0005576, GO:0006949, GO:0009826, GO:0009826, GO:0009826, GO:0009826, GO:0009828, GO:0009828, GO:0009828, GO:0009828, GO:0009831, GO:0009831, GO:0012505"
"DKUS022_white_c28529"	"DKUS022_white_c28529"	"AT2G18180,NA"	0.235812292198292	0.172270879195199	0.00817981416829776	1	"GO:0005215, GO:0006810"
"DKUS022_white_c28533"	"DKUS022_white_c28533"	"NA,NA"	0.158419431155938	1	0.0156358114572612	0.301782224409443	NA
"DKUS022_white_c28545"	"DKUS022_white_c28545"	"NA,NA"	0.825256076288751	1	0.0112826890848585	0.0853812882909124	NA
"DKUS022_white_c28548"	"DKUS022_white_c28548"	"AT2G46680,NA"	0.535817108074112	0.616186870263373	0.00751117254408197	1	"GO:0003700, GO:0003700, GO:0005634, GO:0005634, GO:0005634, GO:0006355, GO:0006355, GO:0009414, GO:0009414, GO:0009737, GO:0009738, GO:0009738, GO:0045893, GO:0045893"
"DKUS022_white_c28556"	"DKUS022_white_c28556"	"AT2G29350,NA"	0.225755157889867	0.0569072288261345	0.147935368089319	0.0340544136522897	"GO:0002213, GO:0002213, GO:0004022, GO:0007568, GO:0016491"
"DKUS022_white_c28580"	"DKUS022_white_c28580"	"AT4G24610,NA"	0.491348666638109	0.705351114032167	0.0166949280587078	0.103800643998257	"GO:0003674, GO:0005886, GO:0008150"
"DKUS022_white_c28583"	"DKUS022_white_c28583"	"NA,NA"	0.739498800199336	0.0361507244955156	0.500817317178292	0.114257376688167	NA
"DKUS022_white_c28586"	"DKUS022_white_c28586"	"AT4G34230,NA"	0.435321522795649	0.271811628779472	0.000911564621657491	0.0872783922052823	"GO:0005829, GO:0005829, GO:0009809, GO:0009809, GO:0009809, GO:0009809, GO:0009809, GO:0009809, GO:0045551, GO:0045551"
"DKUS022_white_c28587"	"DKUS022_white_c28587"	"AT5G16620,NA"	0.837429156156456	0.49754345261921	0.0185817863641979	0.896227082713436	"GO:0005515, GO:0005515, GO:0009507, GO:0009507, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009535, GO:0009658, GO:0009658, GO:0009706, GO:0009706, GO:0009706, GO:0009706, GO:0009706, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0016020, GO:0031897, GO:0031897, GO:0031897, GO:0031897, GO:0031897, GO:0045037, GO:0045037"
"DKUS022_white_c28597"	"DKUS022_white_c28597"	"NA,NA"	0.530630871155465	1	0.0473537448272505	0.502446055320871	NA
"DKUS022_white_c28598"	"DKUS022_white_c28598"	"NA,NA"	0.79568265986843	1	0.0405909612627333	1	NA
"DKUS022_white_c28602"	"DKUS022_white_c28602"	"AT2G23150,NA"	0.723752969730526	0.04838007545232	0.0101080973066138	0.0726090328268095	"GO:0005384, GO:0005773, GO:0005773, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0005774, GO:0006828, GO:0006828, GO:0006875, GO:0009506, GO:0009617, GO:0010043, GO:0015103, GO:0015691, GO:0015692, GO:0030001, GO:0042742, GO:0042742, GO:0046873, GO:0055072, GO:2000379, GO:2000379"
"DKUS022_white_c28612"	"DKUS022_white_c28612"	"AT1G78290,NA"	0.718060863081777	1	0.00369570951267937	1	"GO:0004672, GO:0004672, GO:0004672, GO:0004672, GO:0004674, GO:0004674, GO:0004674, GO:0004674, GO:0005524, GO:0005524, GO:0005634, GO:0005737, GO:0006970, GO:0006970, GO:0016301, GO:0080167"
"DKUS022_white_c2862"	"DKUS022_white_c2862"	"AT1G70550,NA"	0.692007383639432	0.10984587271232	0.00526578216450281	1	"GO:0008150, GO:0012505"
"DKUS022_white_c28622"	"DKUS022_white_c28622"	"AT5G53400,NA"	0.393614986600034	1	0.00127027599979937	0.668477789122483	"GO:0005737, GO:0005829, GO:0006457, GO:0006457, GO:0006457, GO:0009408, GO:0009408, GO:0009408, GO:0009408, GO:0009880, GO:0032502"
"DKUS022_white_c28629"	"DKUS022_white_c28629"	"NA,NA"	0.443475277401453	0.702496992640363	0.00999796419048449	1	NA
"DKUS022_white_c28674"	"DKUS022_white_c28674"	"AT1G08230,NA"	0.761988709299922	1	0.00939368651980656	1	"GO:0005886, GO:0015185, GO:0015812"
"DKUS022_white_c28688"	"DKUS022_white_c28688"	"AT1G28570,NA"	0.865241307045443	1	0.00254984753266743	1	"GO:0004091, GO:0006629, GO:0006629, GO:0012505, GO:0012505, GO:0016298, GO:0016788, GO:0016788"
"DKUS022_white_c28704"	"DKUS022_white_c28704"	"NA,NA"	0.696485390138457	0.423650569781492	0.000162710762579868	1	NA
"DKUS022_white_c28724"	"DKUS022_white_c28724"	"AT5G07070,NA"	0.0468145671431232	1	0.00212691965107628	1	"GO:0004672, GO:0004672, GO:0004674, GO:0004674, GO:0005515, GO:0005524, GO:0005575, GO:0006468, GO:0006468, GO:0006468, GO:0007165, GO:0016301"
"DKUS022_white_c2874"	"DKUS022_white_c2874"	"AT1G51950,NA"	0.474630041380063	1	2.88700191322423e-05	1	"GO:0003700, GO:0005515, GO:0005515, GO:0005634, GO:0009733"
"DKUS022_white_c28759"	"DKUS022_white_c28759"	"NA,NA"	0.527121651444342	1	0.0112888494674108	1	NA
"DKUS022_white_c28761"	"DKUS022_white_c28761"	"AT5G62920,NA"	0.865241307045443	1	0.0141909291444972	0.246272815115464	"GO:0000156, GO:0000156, GO:0000156, GO:0000160, GO:0005515, GO:0005634, GO:0006355, GO:0006355, GO:0009735, GO:0009735, GO:0009736, GO:0009736, GO:0009736, GO:0009736"
"DKUS022_white_c28767"	"DKUS022_white_c28767"	"AT2G45580,NA"	0.603353173001588	1	0.0407938781303196	0.0767030671741619	"GO:0004497, GO:0005506, GO:0009055, GO:0012505, GO:0019825, GO:0020037, GO:0055114"
"DKUS022_white_c28779"	"DKUS022_white_c28779"	"AT1G05570,NA"	0.663031906052682	0.710037956886047	0.0472538528024369	1	"GO:0000148, GO:0000148, GO:0003843, GO:0005886, GO:0006075, GO:0006075, GO:0009504, GO:0009504, GO:0009506, GO:0016757"
"DKUS022_white_c28812"	"DKUS022_white_c28812"	"AT5G21160,NA"	0.559927299508087	1	0.00999796419048449	0.789653201559203	"GO:0003674, GO:0005634, GO:0005829, GO:0008150"
"DKUS022_white_c28818"	"DKUS022_white_c28818"	"AT2G28000,NA"	0.633299126202294	0.799702956002406	4.75654050788688e-06	1	"GO:0005524, GO:0005739, GO:0005739, GO:0005739, GO:0006457, GO:0006457, GO:0006457, GO:0006457, GO:0006457, GO:0006457, GO:0009507, GO:0009507, GO:0009507, GO:0009507, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009570, GO:0009579, GO:0009579, GO:0009658, GO:0009658, GO:0009790, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0009941, GO:0016020, GO:0022626, GO:0022626, GO:0022626, GO:0022626, GO:0048046"
"DKUS022_white_c28825"	"DKUS022_white_c28825"	"AT4G40060,NA"	0.40434380409606	0.40139535981952	0.0319962303135733	1	"GO:0003700, GO:0003700, GO:0005634, GO:0005634, GO:0006355, GO:0006355, GO:0009637, GO:0030308, GO:0030308, GO:0043565, GO:0045893, GO:0045893, GO:0048510, GO:0048573, GO:0048573"
"DKUS022_white_c28839"	"DKUS022_white_c28839"	"AT1G03350,NA"	0.813291678261777	0.845439416617147	0.000825581403430806	0.829076668953527	"GO:0003674, GO:0008150"
"DKUS022_white_c28859"	"DKUS022_white_c28859"	"NA,NA"	0.293428446070961	0.361877162877952	0.398083614069192	0.0264093459993806	NA
"DKUS022_white_c28866"	"DKUS022_white_c28866"	"AT3G48500,NA"	0.466097244500664	0.223979219330013	0.00630271318457116	0.173385458439812	"GO:0003723, GO:0005829, GO:0009295, GO:0009507, GO:0009507, GO:0009507, GO:0009508, GO:0009508, GO:0009508, GO:0009570, GO:0009570, GO:0009570, GO:0009570"
"DKUS022_white_c28873"	"DKUS022_white_c28873"	"AT1G03290,NA"	0.84553450053022	0.445032061191388	0.00137587805038113	0.356039686988148	"GO:0003674, GO:0005575, GO:0008150"
"DKUS022_white_c28895"	"DKUS022_white_c28895"	"AT2G36380,NA"	0.302446072804095	0.509059208077906	0.00791869124522666	0.708145386306511	"GO:0005886, GO:0042626, GO:0042626"
"DKUS022_white_c28899"	"DKUS022_white_c28899"	"AT1G47670,NA"	0.384685926627952	0.230194596936242	0.00785628420798484	1	"GO:0005886, GO:0005886, GO:0006865, GO:0015171, GO:0016020"
